Datetime,Serving_Cell_Id, Call_Id, ulMcs,dlMcs
2025-02-27 05:31:30.647,6436097,15796609,26,20,
2025-02-27 05:31:30.841,6436097,16291103,11,10,
2025-02-27 05:31:31.289,6436098,16291109,25,11,
2025-02-27 05:31:31.284,6436238,16291109,4294967295,4294967295,
2025-02-27 05:31:31.362,6436097,15886591,26,24,
2025-02-27 05:31:31.384,6436097,15796789,26,21,
2025-02-27 05:31:31.381,6436238,15796789,4294967295,4294967295,
2025-02-27 05:31:31.389,6436097,15940829,26,21,
2025-02-27 05:31:31.394,6436238,15940662,22,14,
2025-02-27 05:31:31.435,6436098,15941040,25,17,
2025-02-27 05:31:31.601,6436098,16168630,19,14,
2025-02-27 05:31:31.714,6436097,16291030,10,16,
2025-02-27 05:31:31.777,6436096,15940981,25,14,
2025-02-27 05:31:31.861,6436098,828963198,5,16,
2025-02-27 05:31:32.079,6436238,828963725,22,18,
2025-02-27 05:31:32.304,6436097,828962127,7,18,
2025-02-27 05:31:32.375,6436097,828964446,5,7,
2025-02-27 05:31:32.422,6436098,15941048,20,11,
2025-02-27 05:31:32.535,6436178,828964598,22,2,
2025-02-27 05:31:32.588,6436096,15796303,26,13,
2025-02-27 05:31:32.593,6436137,828964612,8,23,
2025-02-27 05:31:32.591,6436238,15941049,21,24,
2025-02-27 05:31:32.604,6436238,16102365,22,13,
2025-02-27 05:31:32.644,6436098,16168583,26,12,
2025-02-27 05:31:32.659,6436097,15886418,5,8,
2025-02-27 05:31:32.682,6436096,828964700,24,10,
2025-02-27 05:31:32.694,6436096,16168410,18,20,
2025-02-27 05:31:32.808,6436098,15886403,26,18,
2025-02-27 05:31:32.818,6436096,15886604,25,13,
