Datetime,Serving_Cell_Id, Call_Id, measurementId,rsrpRslt,rsrqRslt,nCellCount,pci_1,rsrp_1,rsrq_1,pci_2,rsrp_2,rsrq_2,pci_3,rsrp_3,rsrq_3,pci_4,rsrp_4,rsrq_4,pci_5,rsrp_5,rsrq_5,pci_6,rsrp_6,rsrq_6,pci_7,rsrp_7,rsrq_7,pci_8,rsrpv,rsrq_8
2025-02-27 05:47:28.708,6436097,15798105,9,34,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.708,6436098,829020591,24,42,1,3,31,43,9,117,42,3,241,42,5,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.868,6436097,15798092,10,67,20,1,387,55,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.868,6436098,15798086,9,62,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.868,6436097,15797830,9,41,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.868,6436238,15886921,16,51,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.908,6436098,828960199,7,48,16,2,388,43,8,387,41,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.908,6436096,15942383,8,46,21,1,10,40,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.928,6436096,15942365,8,36,13,2,117,32,5,389,28,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.068,6436098,15940963,8,67,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.138,6436238,15798087,9,44,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.138,6436238,829019643,3,40,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.158,6436138,829020600,1,27,10,2,102,23,4,95,21,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.158,6436096,15797938,9,52,16,1,389,46,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.198,6436096,15887897,6,71,16,2,389,68,11,11,63,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.258,6436097,15942209,9,46,19,1,241,40,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.318,6436098,829020581,18,50,10,1,225,50,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.348,6436238,15887803,8,36,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.348,6436238,829020507,7,37,19,2,253,33,11,155,32,8,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.418,6436098,829020464,15,44,8,3,242,44,8,225,42,4,241,40,0,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.458,6436098,15941508,10,65,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.478,6436097,15942394,8,64,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.558,6436096,829019789,1,59,22,1,389,52,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.598,6436096,15074519,15,66,20,1,389,61,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.598,6436238,15942393,9,46,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.618,6436238,15887474,18,42,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.638,6436098,15884461,9,53,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.978,6436238,16292432,13,65,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:28.988,6436096,16292424,8,54,16,3,11,55,20,389,50,11,117,7,0,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.068,6436096,16222942,9,60,20,2,388,53,5,389,53,11,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.168,6436098,16169647,8,33,9,1,225,34,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.168,6436238,16292425,8,34,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.188,6436098,829020603,20,51,15,2,442,44,6,443,42,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.338,6436098,16102365,14,54,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.338,6436097,16292433,9,47,20,1,226,42,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.488,6436098,16290850,8,59,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.508,6436098,16169944,8,55,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.658,6436098,16169907,8,63,13,1,387,61,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.658,6436097,16292422,9,49,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.698,6436238,828963441,10,36,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.758,6436097,16169962,8,48,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.788,6436097,16169957,9,37,16,2,44,34,7,394,32,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.658,6436098,15887902,9,50,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.768,6436238,15798067,8,51,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.798,6436096,15794626,9,62,16,1,389,58,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.838,6436098,15942009,16,58,9,1,387,53,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.858,6436096,15798093,8,67,15,1,389,65,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.908,6436096,829020217,18,47,16,4,117,40,4,389,40,5,231,39,3,11,39,3,,,,,,,,,,,,,
2025-02-27 05:47:29.958,6436098,15798061,15,43,9,1,225,43,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.978,6436096,828959225,8,56,17,1,389,51,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.038,6436238,15798100,8,43,25,1,155,25,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.078,6436238,15887898,8,47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.898,6436238,829020532,9,48,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:29.918,6436098,16292420,10,40,14,1,225,35,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.008,6436096,829020582,1,55,13,2,389,51,10,11,50,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.018,6436097,16169955,8,51,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.018,6436238,16169954,8,65,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.098,6436097,829020575,21,63,16,1,389,60,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.118,6436098,16292336,23,44,9,1,387,43,17,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.118,6436097,828962127,23,39,20,1,272,33,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.138,6436098,16169951,11,46,16,2,387,45,13,11,39,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.138,6436098,16169945,10,52,10,2,225,47,6,11,45,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.218,6436238,16292434,8,36,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.258,6436098,16292397,8,67,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.258,6436098,16292426,8,46,6,2,225,46,7,11,44,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.278,6436096,16292435,8,42,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.118,6436097,15887851,8,61,20,1,387,56,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.118,6436098,15798075,8,59,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.148,6436238,15941773,17,52,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.148,6436096,829020595,8,43,14,3,389,41,8,11,40,16,117,35,0,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.168,6436096,829020587,14,54,19,1,389,55,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.188,6436096,15887899,8,57,19,2,389,46,0,11,46,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.208,6436097,15941948,10,41,23,1,226,30,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.268,6436096,15887903,8,52,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.428,6436098,15798094,8,49,11,1,387,50,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.448,6436098,15942395,8,63,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.468,6436098,15886005,14,59,11,1,387,54,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.468,6436098,15942401,12,57,9,1,338,55,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.318,6436098,16292370,8,72,17,1,387,68,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.338,6436136,16169963,10,58,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.478,6436238,829020472,5,42,17,1,155,42,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.778,6436238,16292384,8,42,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.528,6436098,15887902,9,49,13,1,387,49,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.548,6436098,15887886,8,50,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.728,6436098,829020504,24,72,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.748,6436097,829020290,16,46,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.908,6436238,15887904,13,40,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.908,6436098,829020604,8,36,16,1,225,31,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:30.928,6436138,829020070,10,27,12,3,102,26,11,138,25,7,151,24,6,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.028,6436238,15942387,8,54,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.028,6436096,15942031,8,42,17,2,389,37,8,388,32,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.088,6436098,15797832,8,35,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.088,6436098,15887891,9,62,18,1,388,55,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.088,6436098,15942388,11,58,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.108,6436098,15798107,8,64,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.108,6436096,15798104,9,55,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.208,6436098,15942362,8,70,14,1,387,68,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.228,6436096,15942377,8,39,11,3,11,37,9,117,34,7,389,34,2,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.288,6436096,15797478,8,57,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.348,6436097,15942353,8,65,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.428,6436098,15942334,10,37,11,3,387,35,7,11,33,4,117,32,0,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.428,6436096,15887892,8,78,19,1,389,73,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.448,6436096,15887905,8,48,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.468,6436098,15794397,12,63,18,2,225,54,0,183,52,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.468,6436098,15942329,9,55,19,1,225,48,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.488,6436098,15942396,8,37,13,4,11,35,10,242,33,4,117,32,3,225,31,0,,,,,,,,,,,,,
2025-02-27 05:47:31.708,6436097,15798105,9,35,16,2,336,28,3,44,27,10,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.728,6436098,15942316,10,51,21,1,388,46,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.848,6436097,829020607,14,52,5,4,321,54,9,404,49,1,271,47,1,318,47,1,,,,,,,,,,,,,
2025-02-27 05:47:31.868,6436097,829020559,14,34,16,2,226,31,6,52,30,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.048,6436238,16169947,8,56,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.048,6436097,16169952,8,42,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.228,6436096,16292209,8,46,11,3,389,43,7,11,43,5,117,40,0,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.388,6436098,16169637,8,60,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.388,6436098,16169936,10,54,18,1,387,52,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.408,6436097,16169956,8,60,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.508,6436238,829020578,14,50,22,2,155,42,7,253,40,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.568,6436097,829020049,9,41,18,1,9,32,1,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.648,6436097,16289530,9,46,20,1,9,39,2,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.708,6436096,16292436,8,54,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.748,6436096,16169964,8,64,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.868,6436097,16168453,8,52,22,1,387,44,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.868,6436097,15940648,11,57,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.928,6436096,829020453,1,55,17,1,389,53,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.988,6436098,15886403,15,55,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.068,6436098,15729487,12,46,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.088,6436098,15798102,8,42,20,1,387,37,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.188,6436097,15887858,11,56,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.188,6436238,15797458,9,38,21,2,108,37,14,155,29,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.218,6436097,829020607,14,46,3,6,321,53,7,404,51,4,271,50,1,217,50,0,341,49,0,78,49,0,,,,,,,
2025-02-27 05:47:32.218,6436097,15942391,8,63,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.238,6436238,15797715,17,38,22,1,155,31,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.258,6436098,15887906,8,47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.348,6436098,15942398,6,53,22,1,225,45,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.348,6436097,15942397,8,46,13,1,44,46,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.368,6436098,15886738,9,33,13,1,225,27,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.438,6436238,15942346,9,34,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.438,6436096,829020608,8,55,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.438,6436097,15797959,9,47,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.438,6436238,15942399,8,62,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:31.958,6436096,16169953,8,65,15,1,389,66,16,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.048,6436098,16292427,9,50,11,2,11,48,9,117,42,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.048,6436098,16166663,10,68,21,1,387,63,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.208,6436096,16292428,9,51,17,2,117,45,9,231,45,10,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.248,6436097,829019646,16,42,17,1,226,40,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.268,6436098,829020511,14,34,5,2,225,33,16,11,28,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.268,6436098,16292437,8,50,13,1,387,52,26,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.328,6436097,16292433,9,50,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.348,6436097,16169943,8,60,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.348,6436098,16169896,8,52,19,2,225,46,7,183,41,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.418,6436098,16292429,8,47,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.468,6436097,16292200,11,56,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.758,6436096,16291412,8,54,18,1,389,53,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:32.458,6436096,15940019,8,42,21,1,10,33,6,,,,,,,,,,,,,,,,,,,,,,
